Team,Opponent Team,Date,Site,Incident,Time,VAR used,Decision,Referee,Descripcion
Racing,Colón,2024-05-19,Cilindro,Penal,26',Sí,Roja,Abal,penal entre Racing y Colón al minuto 26'
Sarmiento,Independiente,2024-04-26,Cilindro,Gol,75',Sí,Roja,Merlos,gol entre Sarmiento y Independiente al minuto 75'
Vélez,Banfield,2024-04-13,Libertadores de América,Simulación,6',Sí,Amarilla,Espinoza,simulación entre Vélez y Banfield al minuto 6'
Arsenal,Vélez,2024-02-27,Nuevo Gasómetro,Sujeción,31',Sí,Amarilla,Espinoza,sujeción entre Arsenal y Vélez al minuto 31'
Banfield,Huracán,2024-08-15,Monumental,Falta,61',Sí,No gol,Pitana,falta entre Banfield y Huracán al minuto 61'
Banfield,Arsenal,2024-07-25,Monumental,Simulación,45',Sí,Gol,Loustau,simulación entre Banfield y Arsenal al minuto 45'
Argentinos,Banfield,2024-11-14,Cilindro,Falta,85',Sí,Sin falta,Pitana,falta entre Argentinos y Banfield al minuto 85'
Sarmiento,Lanús,2024-07-19,Libertadores de América,Sujeción,57',Sí,Sin falta,Merlos,sujeción entre Sarmiento y Lanús al minuto 57'
Talleres,Arsenal,2024-05-21,La Bombonera,Falta,24',Sí,Penal,Abal,falta entre Talleres y Arsenal al minuto 24'
Boca Juniors,San Lorenzo,2024-02-25,Libertadores de América,Offside,29',Sí,No gol,Espinoza,offside entre Boca Juniors y San Lorenzo al minuto 29'
Platense,Godoy Cruz,2024-10-03,Cilindro,Penal,41',Sí,Amarilla,Loustau,penal entre Platense y Godoy Cruz al minuto 41'
San Lorenzo,River Plate,2024-11-04,Monumental,Entrada violenta,82',Sí,Amarilla,Merlos,entrada violenta entre San Lorenzo y River Plate al minuto 82'
Estudiantes,Racing,2024-02-13,Monumental,Codazo,39',Sí,Amarilla,Merlos,codazo entre Estudiantes y Racing al minuto 39'
Estudiantes,Talleres,2024-08-21,La Bombonera,Mano,71',Sí,No gol,Rapallini,mano entre Estudiantes y Talleres al minuto 71'
River Plate,Argentinos,2024-11-23,La Bombonera,Gol,66',Sí,Penal,Espinoza,gol entre River Plate y Argentinos al minuto 66'
Godoy Cruz,Talleres,2024-12-06,La Bombonera,Gol,48',Sí,Gol,Merlos,gol entre Godoy Cruz y Talleres al minuto 48'
River Plate,Talleres,2024-12-25,Nuevo Gasómetro,Falta,85',Sí,Amarilla,Rapallini,falta entre River Plate y Talleres al minuto 85'
Platense,Boca Juniors,2024-09-22,Libertadores de América,Codazo,65',Sí,Roja,Rapallini,codazo entre Platense y Boca Juniors al minuto 65'
San Lorenzo,Rosario Central,2024-01-13,Nuevo Gasómetro,Gol,16',Sí,Gol,Rapallini,gol entre San Lorenzo y Rosario Central al minuto 16'
Talleres,Independiente,2024-01-13,La Bombonera,Penal,12',Sí,No gol,Merlos,penal entre Talleres y Independiente al minuto 12'
Banfield,Rosario Central,2024-03-18,Cilindro,Simulación,55',Sí,Gol,Baliño,simulación entre Banfield y Rosario Central al minuto 55'
San Lorenzo,Newell's,2024-12-18,Libertadores de América,Entrada violenta,47',Sí,Tiro libre,Dovalo,entrada violenta entre San Lorenzo y Newell's al minuto 47'
Estudiantes,Boca Juniors,2024-02-18,Monumental,Offside,41',Sí,Tiro libre,Echenique,offside entre Estudiantes y Boca Juniors al minuto 41'
Banfield,Argentinos,2024-04-08,Cilindro,Offside,57',Sí,Tiro libre,Baliño,offside entre Banfield y Argentinos al minuto 57'
Estudiantes,Colón,2024-02-09,Cilindro,Gol,5',Sí,Gol,Tello,gol entre Estudiantes y Colón al minuto 5'
Talleres,Racing,2024-04-19,Monumental,Falta,55',Sí,Roja,Abal,falta entre Talleres y Racing al minuto 55'
Lanús,Platense,2024-04-21,Cilindro,Mano,80',Sí,Roja,Rapallini,mano entre Lanús y Platense al minuto 80'
Colón,San Lorenzo,2024-10-22,La Bombonera,Penal,15',Sí,Tiro libre,Tello,penal entre Colón y San Lorenzo al minuto 15'
San Lorenzo,Rosario Central,2024-10-05,Libertadores de América,Gol,52',Sí,Sin falta,Espinoza,gol entre San Lorenzo y Rosario Central al minuto 52'
Colón,Lanús,2024-05-02,Libertadores de América,Sujeción,20',Sí,Tiro libre,Pitana,sujeción entre Colón y Lanús al minuto 20'
San Lorenzo,Sarmiento,2024-02-22,Libertadores de América,Entrada violenta,27',Sí,Amarilla,Tello,entrada violenta entre San Lorenzo y Sarmiento al minuto 27'
Godoy Cruz,Sarmiento,2024-11-25,Cilindro,Penal,23',Sí,Gol,Loustau,penal entre Godoy Cruz y Sarmiento al minuto 23'
Vélez,Boca Juniors,2024-07-04,La Bombonera,Córner,74',Sí,Tiro libre,Rapallini,córner entre Vélez y Boca Juniors al minuto 74'
San Lorenzo,Banfield,2024-07-20,La Bombonera,Simulación,22',Sí,Tiro libre,Espinoza,simulación entre San Lorenzo y Banfield al minuto 22'
Colón,Boca Juniors,2024-04-25,Nuevo Gasómetro,Falta,5',Sí,Amarilla,Tello,falta entre Colón y Boca Juniors al minuto 5'
Vélez,San Lorenzo,2024-04-07,Cilindro,Simulación,66',Sí,Roja,Baliño,simulación entre Vélez y San Lorenzo al minuto 66'
Independiente,Sarmiento,2024-07-26,Nuevo Gasómetro,Falta,2',Sí,No gol,Abal,falta entre Independiente y Sarmiento al minuto 2'
Argentinos,Godoy Cruz,2024-07-25,Monumental,Offside,17',Sí,No gol,Loustau,offside entre Argentinos y Godoy Cruz al minuto 17'
Vélez,Sarmiento,2024-07-20,Cilindro,Mano,74',Sí,Gol,Pitana,mano entre Vélez y Sarmiento al minuto 74'
Talleres,Independiente,2024-07-21,Monumental,Offside,11',Sí,Penal,Loustau,offside entre Talleres y Independiente al minuto 11'
Estudiantes,Sarmiento,2024-09-13,Libertadores de América,Penal,5',Sí,Amarilla,Abal,penal entre Estudiantes y Sarmiento al minuto 5'
Platense,Rosario Central,2024-10-25,Monumental,Entrada violenta,72',Sí,Penal,Abal,entrada violenta entre Platense y Rosario Central al minuto 72'
Arsenal,Vélez,2024-07-23,Libertadores de América,Sujeción,78',Sí,No gol,Echenique,sujeción entre Arsenal y Vélez al minuto 78'
Platense,Talleres,2024-07-07,Monumental,Entrada violenta,55',Sí,Penal,Tello,entrada violenta entre Platense y Talleres al minuto 55'
Lanús,Rosario Central,2024-05-27,Libertadores de América,Entrada violenta,69',Sí,No gol,Tello,entrada violenta entre Lanús y Rosario Central al minuto 69'
Rosario Central,Talleres,2024-01-06,Libertadores de América,Mano,29',Sí,Tiro libre,Pitana,mano entre Rosario Central y Talleres al minuto 29'
Colón,Lanús,2024-09-02,Nuevo Gasómetro,Gol,75',Sí,Gol,Merlos,gol entre Colón y Lanús al minuto 75'
Banfield,Platense,2024-11-15,Cilindro,Gol,4',Sí,Sin falta,Echenique,gol entre Banfield y Platense al minuto 4'
Vélez,Rosario Central,2024-05-11,Nuevo Gasómetro,Córner,72',Sí,Roja,Loustau,córner entre Vélez y Rosario Central al minuto 72'
Argentinos,Newell's,2024-03-23,Monumental,Penal,64',Sí,Gol,Pitana,penal entre Argentinos y Newell's al minuto 64'
River Plate,Arsenal,2024-08-11,Monumental,Córner,0',Sí,Amarilla,Rapallini,córner entre River Plate y Arsenal al minuto 0'
Argentinos,Racing,2024-03-10,La Bombonera,Simulación,84',Sí,Roja,Loustau,simulación entre Argentinos y Racing al minuto 84'
Vélez,Rosario Central,2024-10-04,La Bombonera,Penal,64',Sí,Roja,Espinoza,penal entre Vélez y Rosario Central al minuto 64'
Colón,Sarmiento,2024-09-25,Nuevo Gasómetro,Gol,90',Sí,Roja,Echenique,gol entre Colón y Sarmiento al minuto 90'
Lanús,Sarmiento,2024-03-18,La Bombonera,Codazo,55',Sí,Tiro libre,Espinoza,codazo entre Lanús y Sarmiento al minuto 55'
Huracán,Boca Juniors,2024-11-06,La Bombonera,Córner,78',Sí,Amarilla,Merlos,córner entre Huracán y Boca Juniors al minuto 78'
Godoy Cruz,Newell's,2024-10-26,Cilindro,Falta,77',Sí,Gol,Rapallini,falta entre Godoy Cruz y Newell's al minuto 77'
Lanús,Vélez,2024-12-14,Monumental,Entrada violenta,76',Sí,Sin falta,Baliño,entrada violenta entre Lanús y Vélez al minuto 76'
Vélez,Banfield,2024-09-23,La Bombonera,Penal,1',Sí,Tiro libre,Rapallini,penal entre Vélez y Banfield al minuto 1'
Sarmiento,Racing,2024-05-05,Monumental,Offside,59',Sí,Gol,Merlos,offside entre Sarmiento y Racing al minuto 59'
Talleres,River Plate,2024-09-11,Cilindro,Falta,14',Sí,No gol,Merlos,falta entre Talleres y River Plate al minuto 14'
Banfield,Colón,2024-12-27,Libertadores de América,Córner,21',Sí,Amarilla,Rapallini,córner entre Banfield y Colón al minuto 21'
River Plate,Sarmiento,2024-09-12,La Bombonera,Entrada violenta,79',Sí,Gol,Abal,entrada violenta entre River Plate y Sarmiento al minuto 79'
Gimnasia,Sarmiento,2024-08-25,La Bombonera,Sujeción,72',Sí,Tiro libre,Tello,sujeción entre Gimnasia y Sarmiento al minuto 72'
Banfield,Talleres,2024-05-09,Nuevo Gasómetro,Penal,50',Sí,Penal,Tello,penal entre Banfield y Talleres al minuto 50'
Arsenal,Rosario Central,2024-04-25,Libertadores de América,Falta,39',Sí,Sin falta,Tello,falta entre Arsenal y Rosario Central al minuto 39'
Arsenal,River Plate,2024-06-18,Libertadores de América,Codazo,0',Sí,Amarilla,Tello,codazo entre Arsenal y River Plate al minuto 0'
Banfield,River Plate,2024-07-05,Cilindro,Offside,68',Sí,Roja,Pitana,offside entre Banfield y River Plate al minuto 68'
River Plate,Estudiantes,2024-05-19,Libertadores de América,Mano,53',Sí,Gol,Merlos,mano entre River Plate y Estudiantes al minuto 53'
Estudiantes,Racing,2024-09-07,Nuevo Gasómetro,Entrada violenta,66',Sí,Roja,Abal,entrada violenta entre Estudiantes y Racing al minuto 66'
Racing,Huracán,2024-01-04,Libertadores de América,Sujeción,22',Sí,Penal,Loustau,sujeción entre Racing y Huracán al minuto 22'
Argentinos,Racing,2024-06-23,Cilindro,Sujeción,71',Sí,Amarilla,Dovalo,sujeción entre Argentinos y Racing al minuto 71'
Independiente,Vélez,2024-12-09,Cilindro,Codazo,50',Sí,Tiro libre,Echenique,codazo entre Independiente y Vélez al minuto 50'
Independiente,Gimnasia,2024-10-21,Nuevo Gasómetro,Codazo,33',Sí,Gol,Abal,codazo entre Independiente y Gimnasia al minuto 33'
Banfield,Lanús,2024-05-01,Libertadores de América,Simulación,24',Sí,Gol,Tello,simulación entre Banfield y Lanús al minuto 24'
Vélez,Newell's,2024-09-14,Nuevo Gasómetro,Offside,57',Sí,Sin falta,Abal,offside entre Vélez y Newell's al minuto 57'
San Lorenzo,Banfield,2024-09-26,Nuevo Gasómetro,Gol,3',Sí,Gol,Echenique,gol entre San Lorenzo y Banfield al minuto 3'
Argentinos,Banfield,2024-09-18,La Bombonera,Simulación,34',Sí,Tiro libre,Merlos,simulación entre Argentinos y Banfield al minuto 34'
Arsenal,Rosario Central,2024-07-17,Libertadores de América,Entrada violenta,65',Sí,Roja,Merlos,entrada violenta entre Arsenal y Rosario Central al minuto 65'
Racing,Lanús,2024-02-05,Nuevo Gasómetro,Mano,42',Sí,Roja,Loustau,mano entre Racing y Lanús al minuto 42'
Banfield,Boca Juniors,2024-08-02,Monumental,Córner,78',Sí,No gol,Baliño,córner entre Banfield y Boca Juniors al minuto 78'
Colón,Boca Juniors,2024-10-03,La Bombonera,Codazo,26',Sí,Sin falta,Rapallini,codazo entre Colón y Boca Juniors al minuto 26'
Estudiantes,Talleres,2024-03-13,La Bombonera,Córner,40',Sí,Penal,Baliño,córner entre Estudiantes y Talleres al minuto 40'
Huracán,Lanús,2024-05-08,Monumental,Gol,59',Sí,No gol,Dovalo,gol entre Huracán y Lanús al minuto 59'
Huracán,Talleres,2024-10-24,Libertadores de América,Falta,82',Sí,Amarilla,Abal,falta entre Huracán y Talleres al minuto 82'
Estudiantes,Gimnasia,2024-11-26,Libertadores de América,Gol,0',Sí,Sin falta,Abal,gol entre Estudiantes y Gimnasia al minuto 0'
Racing,Independiente,2024-04-20,Cilindro,Simulación,11',Sí,No gol,Loustau,simulación entre Racing y Independiente al minuto 11'
Platense,Banfield,2024-03-27,Cilindro,Offside,29',Sí,Sin falta,Tello,offside entre Platense y Banfield al minuto 29'
Boca Juniors,Sarmiento,2024-11-08,Cilindro,Mano,69',Sí,Sin falta,Loustau,mano entre Boca Juniors y Sarmiento al minuto 69'
Colón,Banfield,2024-01-21,Nuevo Gasómetro,Gol,7',Sí,Tiro libre,Pitana,gol entre Colón y Banfield al minuto 7'
Argentinos,Rosario Central,2024-06-23,Cilindro,Offside,77',Sí,No gol,Echenique,offside entre Argentinos y Rosario Central al minuto 77'
Independiente,Arsenal,2024-08-27,Libertadores de América,Sujeción,19',Sí,Sin falta,Espinoza,sujeción entre Independiente y Arsenal al minuto 19'
Talleres,Platense,2024-04-25,La Bombonera,Simulación,54',Sí,Tiro libre,Merlos,simulación entre Talleres y Platense al minuto 54'
Banfield,Huracán,2024-12-21,Nuevo Gasómetro,Entrada violenta,24',Sí,Penal,Tello,entrada violenta entre Banfield y Huracán al minuto 24'
Colón,Sarmiento,2024-04-18,Libertadores de América,Sujeción,20',Sí,Tiro libre,Echenique,sujeción entre Colón y Sarmiento al minuto 20'
Argentinos,Sarmiento,2024-02-03,Monumental,Sujeción,67',Sí,Gol,Dovalo,sujeción entre Argentinos y Sarmiento al minuto 67'
Vélez,Rosario Central,2024-10-02,Nuevo Gasómetro,Entrada violenta,58',Sí,No gol,Dovalo,entrada violenta entre Vélez y Rosario Central al minuto 58'
Gimnasia,Huracán,2024-08-07,Cilindro,Offside,26',Sí,Penal,Dovalo,offside entre Gimnasia y Huracán al minuto 26'
Godoy Cruz,River Plate,2024-01-12,Monumental,Mano,46',Sí,Roja,Abal,mano entre Godoy Cruz y River Plate al minuto 46'
Arsenal,Estudiantes,2024-11-09,Libertadores de América,Penal,72',Sí,No gol,Loustau,penal entre Arsenal y Estudiantes al minuto 72'
Talleres,Arsenal,2024-03-12,Cilindro,Gol,65',Sí,Sin falta,Echenique,gol entre Talleres y Arsenal al minuto 65'
Estudiantes,Godoy Cruz,2024-01-01,Monumental,Sujeción,18',Sí,Penal,Dovalo,sujeción entre Estudiantes y Godoy Cruz al minuto 18'
Huracán,Racing,2024-11-25,Monumental,Penal,68',Sí,No gol,Espinoza,penal entre Huracán y Racing al minuto 68'
Racing,Banfield,2024-05-09,Nuevo Gasómetro,Offside,47',Sí,Tiro libre,Loustau,offside entre Racing y Banfield al minuto 47'
Independiente,Lanús,2024-08-25,Nuevo Gasómetro,Codazo,23',Sí,Tiro libre,Pitana,codazo entre Independiente y Lanús al minuto 23'
Boca Juniors,River Plate,2024-05-22,La Bombonera,Entrada violenta,22',Sí,Amarilla,Tello,entrada violenta entre Boca Juniors y River Plate al minuto 22'
Estudiantes,Vélez,2024-06-02,Libertadores de América,Codazo,65',Sí,Penal,Merlos,codazo entre Estudiantes y Vélez al minuto 65'
Platense,Sarmiento,2024-02-19,Monumental,Penal,67',Sí,Tiro libre,Dovalo,penal entre Platense y Sarmiento al minuto 67'
Colón,Rosario Central,2024-04-05,Monumental,Falta,90',Sí,Roja,Rapallini,falta entre Colón y Rosario Central al minuto 90'
Talleres,Vélez,2024-06-05,Monumental,Sujeción,84',Sí,Gol,Rapallini,sujeción entre Talleres y Vélez al minuto 84'
Godoy Cruz,Racing,2024-01-19,Monumental,Sujeción,27',Sí,Penal,Merlos,sujeción entre Godoy Cruz y Racing al minuto 27'
Talleres,Boca Juniors,2024-12-04,La Bombonera,Penal,1',Sí,Penal,Echenique,penal entre Talleres y Boca Juniors al minuto 1'
San Lorenzo,Boca Juniors,2024-09-13,La Bombonera,Sujeción,24',Sí,Gol,Merlos,sujeción entre San Lorenzo y Boca Juniors al minuto 24'
Gimnasia,Racing,2024-07-14,Libertadores de América,Codazo,55',Sí,Penal,Rapallini,codazo entre Gimnasia y Racing al minuto 55'
Newell's,Sarmiento,2024-08-11,La Bombonera,Entrada violenta,39',Sí,Gol,Abal,entrada violenta entre Newell's y Sarmiento al minuto 39'
Talleres,Vélez,2024-04-02,Libertadores de América,Offside,51',Sí,Tiro libre,Echenique,offside entre Talleres y Vélez al minuto 51'
Godoy Cruz,Lanús,2024-10-07,Libertadores de América,Simulación,19',Sí,Roja,Baliño,simulación entre Godoy Cruz y Lanús al minuto 19'
Racing,Vélez,2024-11-09,Libertadores de América,Sujeción,22',Sí,Penal,Rapallini,sujeción entre Racing y Vélez al minuto 22'
Gimnasia,Talleres,2024-08-06,La Bombonera,Córner,5',Sí,Tiro libre,Abal,córner entre Gimnasia y Talleres al minuto 5'
Talleres,Lanús,2024-08-10,Monumental,Sujeción,10',Sí,Sin falta,Merlos,sujeción entre Talleres y Lanús al minuto 10'
Racing,Arsenal,2024-09-19,Nuevo Gasómetro,Entrada violenta,35',Sí,Penal,Merlos,entrada violenta entre Racing y Arsenal al minuto 35'
Gimnasia,Banfield,2024-10-20,Nuevo Gasómetro,Codazo,62',Sí,No gol,Loustau,codazo entre Gimnasia y Banfield al minuto 62'
Independiente,Arsenal,2024-07-24,La Bombonera,Mano,51',Sí,Amarilla,Pitana,mano entre Independiente y Arsenal al minuto 51'
Huracán,Racing,2024-05-23,Nuevo Gasómetro,Offside,3',Sí,Sin falta,Merlos,offside entre Huracán y Racing al minuto 3'
Godoy Cruz,Banfield,2024-01-05,Monumental,Gol,49',Sí,Sin falta,Tello,gol entre Godoy Cruz y Banfield al minuto 49'
Gimnasia,Vélez,2024-08-01,Monumental,Codazo,30',Sí,Sin falta,Baliño,codazo entre Gimnasia y Vélez al minuto 30'
Newell's,Huracán,2024-04-17,Nuevo Gasómetro,Falta,53',Sí,Tiro libre,Loustau,falta entre Newell's y Huracán al minuto 53'
Newell's,River Plate,2024-05-14,La Bombonera,Falta,28',Sí,Sin falta,Pitana,falta entre Newell's y River Plate al minuto 28'
Talleres,Huracán,2024-04-10,Monumental,Córner,1',Sí,Gol,Tello,córner entre Talleres y Huracán al minuto 1'
San Lorenzo,River Plate,2024-08-17,Libertadores de América,Mano,34',Sí,Tiro libre,Espinoza,mano entre San Lorenzo y River Plate al minuto 34'
Lanús,Independiente,2024-11-07,Nuevo Gasómetro,Sujeción,83',Sí,Penal,Espinoza,sujeción entre Lanús y Independiente al minuto 83'
Platense,Vélez,2024-10-13,Nuevo Gasómetro,Mano,78',Sí,Penal,Dovalo,mano entre Platense y Vélez al minuto 78'
Colón,Newell's,2024-06-14,Libertadores de América,Simulación,69',Sí,Roja,Rapallini,simulación entre Colón y Newell's al minuto 69'
Banfield,Rosario Central,2024-04-06,La Bombonera,Codazo,18',Sí,Tiro libre,Rapallini,codazo entre Banfield y Rosario Central al minuto 18'
Newell's,Godoy Cruz,2024-03-13,Monumental,Entrada violenta,5',Sí,Penal,Loustau,entrada violenta entre Newell's y Godoy Cruz al minuto 5'
Colón,Independiente,2024-06-04,Cilindro,Penal,58',Sí,Roja,Merlos,penal entre Colón y Independiente al minuto 58'
Lanús,Banfield,2024-07-05,Nuevo Gasómetro,Simulación,7',Sí,Penal,Abal,simulación entre Lanús y Banfield al minuto 7'
Colón,Rosario Central,2024-12-21,La Bombonera,Mano,31',Sí,Tiro libre,Echenique,mano entre Colón y Rosario Central al minuto 31'
River Plate,San Lorenzo,2024-07-21,Monumental,Sujeción,12',Sí,Tiro libre,Dovalo,sujeción entre River Plate y San Lorenzo al minuto 12'
Sarmiento,San Lorenzo,2024-02-05,Libertadores de América,Córner,6',Sí,No gol,Echenique,córner entre Sarmiento y San Lorenzo al minuto 6'
Estudiantes,San Lorenzo,2024-03-06,La Bombonera,Offside,71',Sí,Tiro libre,Espinoza,offside entre Estudiantes y San Lorenzo al minuto 71'
Racing,Arsenal,2024-06-03,Cilindro,Penal,74',Sí,Penal,Merlos,penal entre Racing y Arsenal al minuto 74'
Gimnasia,River Plate,2024-05-11,Cilindro,Entrada violenta,45',Sí,Tiro libre,Loustau,entrada violenta entre Gimnasia y River Plate al minuto 45'
Talleres,Lanús,2024-08-27,Monumental,Falta,35',Sí,Tiro libre,Abal,falta entre Talleres y Lanús al minuto 35'
Argentinos,River Plate,2024-09-06,Nuevo Gasómetro,Entrada violenta,12',Sí,Tiro libre,Abal,entrada violenta entre Argentinos y River Plate al minuto 12'
Independiente,Gimnasia,2024-01-25,Libertadores de América,Gol,52',Sí,Penal,Echenique,gol entre Independiente y Gimnasia al minuto 52'
Boca Juniors,Newell's,2024-02-02,Cilindro,Offside,15',Sí,Roja,Baliño,offside entre Boca Juniors y Newell's al minuto 15'
Vélez,Independiente,2024-11-06,Libertadores de América,Sujeción,38',Sí,Tiro libre,Espinoza,sujeción entre Vélez y Independiente al minuto 38'
San Lorenzo,Arsenal,2024-11-08,Cilindro,Córner,21',Sí,Penal,Echenique,córner entre San Lorenzo y Arsenal al minuto 21'
Gimnasia,River Plate,2024-04-13,Cilindro,Falta,7',Sí,Gol,Dovalo,falta entre Gimnasia y River Plate al minuto 7'
Lanús,Platense,2024-10-21,Libertadores de América,Simulación,68',Sí,Gol,Rapallini,simulación entre Lanús y Platense al minuto 68'
Colón,Lanús,2024-04-27,Monumental,Falta,79',Sí,Sin falta,Abal,falta entre Colón y Lanús al minuto 79'
Platense,Colón,2024-04-20,Monumental,Gol,1',Sí,Tiro libre,Espinoza,gol entre Platense y Colón al minuto 1'
Arsenal,Vélez,2024-05-26,Monumental,Mano,2',Sí,Amarilla,Loustau,mano entre Arsenal y Vélez al minuto 2'
Sarmiento,River Plate,2024-01-17,Monumental,Codazo,80',Sí,Penal,Pitana,codazo entre Sarmiento y River Plate al minuto 80'
Racing,Godoy Cruz,2024-02-07,Monumental,Sujeción,41',Sí,Sin falta,Merlos,sujeción entre Racing y Godoy Cruz al minuto 41'
Sarmiento,Colón,2024-07-10,Monumental,Falta,70',Sí,Amarilla,Rapallini,falta entre Sarmiento y Colón al minuto 70'
Boca Juniors,San Lorenzo,2024-07-25,Nuevo Gasómetro,Córner,27',Sí,Penal,Rapallini,córner entre Boca Juniors y San Lorenzo al minuto 27'
Arsenal,Colón,2024-07-22,La Bombonera,Sujeción,16',Sí,No gol,Echenique,sujeción entre Arsenal y Colón al minuto 16'
River Plate,Sarmiento,2024-04-10,La Bombonera,Entrada violenta,47',Sí,Tiro libre,Echenique,entrada violenta entre River Plate y Sarmiento al minuto 47'
Boca Juniors,Gimnasia,2024-09-10,Cilindro,Codazo,78',Sí,Tiro libre,Baliño,codazo entre Boca Juniors y Gimnasia al minuto 78'
Platense,Rosario Central,2024-03-28,Monumental,Mano,1',Sí,Amarilla,Tello,mano entre Platense y Rosario Central al minuto 1'
Huracán,Racing,2024-10-18,Monumental,Penal,62',Sí,No gol,Merlos,penal entre Huracán y Racing al minuto 62'
Boca Juniors,Gimnasia,2024-01-19,Libertadores de América,Sujeción,60',Sí,Roja,Baliño,sujeción entre Boca Juniors y Gimnasia al minuto 60'
Godoy Cruz,Platense,2024-07-05,Libertadores de América,Mano,5',Sí,Penal,Merlos,mano entre Godoy Cruz y Platense al minuto 5'
Racing,Boca Juniors,2024-12-03,La Bombonera,Simulación,5',Sí,Roja,Espinoza,simulación entre Racing y Boca Juniors al minuto 5'
Platense,San Lorenzo,2024-08-21,Nuevo Gasómetro,Sujeción,67',Sí,No gol,Espinoza,sujeción entre Platense y San Lorenzo al minuto 67'
Arsenal,San Lorenzo,2024-05-13,Monumental,Simulación,46',Sí,Tiro libre,Baliño,simulación entre Arsenal y San Lorenzo al minuto 46'
Godoy Cruz,San Lorenzo,2024-09-05,Cilindro,Offside,38',Sí,Roja,Loustau,offside entre Godoy Cruz y San Lorenzo al minuto 38'
Gimnasia,Sarmiento,2024-04-07,Nuevo Gasómetro,Córner,53',Sí,Sin falta,Espinoza,córner entre Gimnasia y Sarmiento al minuto 53'
Platense,Racing,2024-06-04,Nuevo Gasómetro,Sujeción,83',Sí,Sin falta,Echenique,sujeción entre Platense y Racing al minuto 83'
Racing,Estudiantes,2024-07-21,Libertadores de América,Falta,87',Sí,No gol,Abal,falta entre Racing y Estudiantes al minuto 87'
Gimnasia,Huracán,2024-07-13,Nuevo Gasómetro,Offside,60',Sí,Tiro libre,Dovalo,offside entre Gimnasia y Huracán al minuto 60'
Racing,Godoy Cruz,2024-11-18,Monumental,Entrada violenta,65',Sí,Tiro libre,Abal,entrada violenta entre Racing y Godoy Cruz al minuto 65'
Estudiantes,Independiente,2024-08-25,Monumental,Córner,4',Sí,Tiro libre,Rapallini,córner entre Estudiantes y Independiente al minuto 4'
Argentinos,Estudiantes,2024-12-13,Cilindro,Gol,67',Sí,Sin falta,Dovalo,gol entre Argentinos y Estudiantes al minuto 67'
Racing,Godoy Cruz,2024-07-18,Cilindro,Mano,60',Sí,Tiro libre,Abal,mano entre Racing y Godoy Cruz al minuto 60'
Rosario Central,Argentinos,2024-10-27,Monumental,Córner,20',Sí,Penal,Abal,córner entre Rosario Central y Argentinos al minuto 20'
Arsenal,Rosario Central,2024-03-21,Nuevo Gasómetro,Penal,86',Sí,Roja,Espinoza,penal entre Arsenal y Rosario Central al minuto 86'
Gimnasia,River Plate,2024-05-10,La Bombonera,Mano,1',Sí,Tiro libre,Pitana,mano entre Gimnasia y River Plate al minuto 1'
Gimnasia,Talleres,2024-10-17,Nuevo Gasómetro,Entrada violenta,5',Sí,No gol,Abal,entrada violenta entre Gimnasia y Talleres al minuto 5'
Gimnasia,Argentinos,2024-04-28,La Bombonera,Codazo,82',Sí,Amarilla,Tello,codazo entre Gimnasia y Argentinos al minuto 82'
Independiente,Platense,2024-10-13,La Bombonera,Entrada violenta,15',Sí,Sin falta,Merlos,entrada violenta entre Independiente y Platense al minuto 15'
Colón,Talleres,2024-03-03,La Bombonera,Mano,69',Sí,Gol,Pitana,mano entre Colón y Talleres al minuto 69'
Talleres,Sarmiento,2024-09-14,Monumental,Córner,69',Sí,Gol,Tello,córner entre Talleres y Sarmiento al minuto 69'
River Plate,Rosario Central,2024-01-24,Cilindro,Simulación,48',Sí,Amarilla,Echenique,simulación entre River Plate y Rosario Central al minuto 48'
Rosario Central,Godoy Cruz,2024-06-25,Cilindro,Gol,1',Sí,Penal,Rapallini,gol entre Rosario Central y Godoy Cruz al minuto 1'
San Lorenzo,Racing,2024-11-04,La Bombonera,Falta,65',Sí,Sin falta,Echenique,falta entre San Lorenzo y Racing al minuto 65'
Banfield,Boca Juniors,2024-10-22,Nuevo Gasómetro,Córner,11',Sí,Gol,Baliño,córner entre Banfield y Boca Juniors al minuto 11'
Banfield,Colón,2024-07-10,Cilindro,Entrada violenta,90',Sí,Penal,Abal,entrada violenta entre Banfield y Colón al minuto 90'
Arsenal,Godoy Cruz,2024-06-01,Cilindro,Mano,16',Sí,Tiro libre,Abal,mano entre Arsenal y Godoy Cruz al minuto 16'
Argentinos,Lanús,2024-02-05,La Bombonera,Penal,59',Sí,Amarilla,Espinoza,penal entre Argentinos y Lanús al minuto 59'
Banfield,Boca Juniors,2024-10-13,La Bombonera,Mano,46',Sí,Amarilla,Merlos,mano entre Banfield y Boca Juniors al minuto 46'
Banfield,Huracán,2024-02-16,La Bombonera,Córner,66',Sí,Sin falta,Loustau,córner entre Banfield y Huracán al minuto 66'
Lanús,Boca Juniors,2024-03-25,La Bombonera,Mano,33',Sí,Sin falta,Loustau,mano entre Lanús y Boca Juniors al minuto 33'
Rosario Central,Talleres,2024-02-27,La Bombonera,Offside,5',Sí,No gol,Rapallini,offside entre Rosario Central y Talleres al minuto 5'
Racing,Argentinos,2024-12-09,Monumental,Simulación,48',Sí,Tiro libre,Tello,simulación entre Racing y Argentinos al minuto 48'
